"year","month","day","Pp","Tmax","Tmin"
1980,1,1,0.4,16.2,4.9
1980,1,2,0,16.5,6.4
1980,1,3,0,15.6,2.6
1980,1,4,3.9,16.5,6.8
1980,1,5,0,18.1,7.1
1980,1,6,0,17.3,8
1980,1,7,10.5,17.4,7.2
1980,1,8,1.3,17.5,7.2
1980,1,9,0,14.1,6.2
1980,1,10,0,15.5,6.5
1980,1,11,0,16.2,6.5
1980,1,12,0,13.2,5.8
1980,1,13,0,13.7,4.5
1980,1,14,6,13.7,4.3
1980,1,15,0,15.1,4.6
1980,1,16,4.2,12.9,4.3
1980,1,17,0.3,16.1,4.9
1980,1,18,2.1,16.5,5.8
1980,1,19,4.7,13.5,4.5
1980,1,20,5.1,15,5.5
1980,1,21,1.8,17,6.7
1980,1,22,0.5,16.5,7
1980,1,23,0.4,16.9,6.5
1980,1,24,0,17.4,9
1980,1,25,7.3,16.5,8.7
1980,1,26,11,16.3,7.1
1980,1,27,12,16.2,7.8
1980,1,28,0,15.9,6.1
1980,1,29,0,16.5,7
1980,1,30,0,17.4,4.9
1980,1,31,0,17.9,4.8
1980,2,1,0,17.4,7
1980,2,2,2,13.6,8.1
1980,2,3,5.2,14.5,5.4
1980,2,4,8.4,13.6,6.2
1980,2,5,3.7,16.5,8.4
1980,2,6,5.9,15.7,6.8
1980,2,7,0,15.6,6.5
1980,2,8,0,14.7,6.2
1980,2,9,0,16.4,6.4
1980,2,10,0.1,16.4,6.1
1980,2,11,1.5,17.2,6.5
1980,2,12,0,14.7,7
1980,2,13,0,16.1,5.5
1980,2,14,0,17,6.4
1980,2,15,0,17.4,7.7
1980,2,16,14.5,15.6,4.3
1980,2,17,8.4,16.4,7
1980,2,18,7.5,15.6,3.9
1980,2,19,5.5,14.7,3.2
1980,2,20,0,13.8,5.9
1980,2,21,0,15.5,5.8
1980,2,22,0,15.6,4.9
1980,2,23,0,16.1,4.8
1980,2,24,0,15.4,4.5
1980,2,25,0,15.5,4.2
1980,2,26,0,15.6,4.3
1980,2,27,0,16.2,3.5
1980,2,28,0,16.8,6.1
1980,2,29,0,18.2,1.9
1980,3,1,0,17.2,5.9
1980,3,2,0,15.7,5.8
1980,3,3,0,14.3,5.8
1980,3,4,0.5,15.3,5.6
1980,3,5,0,12.7,5.1
1980,3,6,0,16.9,4.5
1980,3,7,1.5,18.1,3.6
1980,3,8,0,16.3,4.6
1980,3,9,0,17.4,7.5
1980,3,10,0.9,17.4,5.9
1980,3,11,0,17,7.2
1980,3,12,0,15.5,9.7
1980,3,13,10.5,18.1,8.3
1980,3,14,2.6,16.4,7.2
1980,3,15,7.2,16.4,5.9
1980,3,16,3,19.5,8.8
1980,3,17,6.2,13.7,4.8
1980,3,18,1.1,12.8,7.2
1980,3,19,6.6,13.6,7.5
1980,3,20,15,17.9,8.1
1980,3,21,2.2,15.6,7.5
1980,3,22,0.9,15.2,8.4
1980,3,23,5.5,15.4,7.5
1980,3,24,0,14.3,10.1
1980,3,25,2.2,16.3,7.7
1980,3,26,0.7,16.5,5.5
1980,3,27,0.4,16.3,7.8
1980,3,28,4,15.3,4.9
1980,3,29,0,20.5,8.1
1980,3,30,0,13.7,6.8
1980,3,31,9.5,16.3,8.4
1980,4,1,0.8,14.5,8.7
1980,4,2,0,16.2,8.8
1980,4,3,0,15.9,5.2
1980,4,4,0,15.5,4.5
1980,4,5,0,16.5,4.6
1980,4,6,0,17.4,2.6
1980,4,7,0,17.4,3
1980,4,8,0,17.1,3
1980,4,9,0,17.8,4.3
1980,4,10,0,15.5,6.4
1980,4,11,0,15.5,4.8
1980,4,12,0,18.2,6.1
1980,4,13,0,14.6,3.2
1980,4,14,0,16.2,4.1
1980,4,15,0,19.1,6.4
1980,4,16,0,17,7.8
1980,4,17,0,17.8,9
1980,4,18,2.4,18,9.3
1980,4,19,0,16.4,8.1
1980,4,20,0,16.4,9.3
1980,4,21,0,18.9,5.2
1980,4,22,0,19.8,5.2
1980,4,23,1.8,16.3,5.2
1980,4,24,3.1,15.6,4.6
1980,4,25,0,17.9,7.2
1980,4,26,0,19.2,5.2
1980,4,27,0,19.9,6.7
1980,4,28,0,17.6,7.5
1980,4,29,0,15.7,7.4
1980,4,30,0,17.6,3
1980,5,1,0,16.3,2.9
1980,5,2,0,16.9,2.7
1980,5,3,0,16.5,1.3
1980,5,4,0,16.5,0.1
1980,5,5,0,18.1,0
1980,5,6,0,19,5.1
1980,5,7,0,16.3,4.2
1980,5,8,0,18,5.1
1980,5,9,0,16.3,6.2
1980,5,10,0,16.4,3.9
1980,5,11,0.8,16.7,7.1
1980,5,12,0,17.6,7.1
1980,5,13,0,16.9,7.1
1980,5,14,0,16.4,6.4
1980,5,15,0,17.4,5.6
1980,5,16,4,17.3,5.2
1980,5,17,0,16.5,4.6
1980,5,18,0,17.5,8.3
1980,5,19,0,19.2,3.3
1980,5,20,0,21,3.8
1980,5,21,0,15.8,4.1
1980,5,22,0,18.3,4.2
1980,5,23,0,19.4,7.1
1980,5,24,0,20.4,1.9
1980,5,25,0,19.1,2.9
1980,5,26,0,16.5,4.3
1980,5,27,0,16.8,2.7
1980,5,28,0,20.3,4.3
1980,5,29,0,18.7,4.3
1980,5,30,0,17.4,2.9
1980,5,31,0,19.2,1.7
1980,6,1,0,18.7,2.6
1980,6,2,0,15.6,2.9
1980,6,3,0,17.5,3.8
1980,6,4,0,17.4,3.3
1980,6,5,0,20.6,2.6
1980,6,6,0,17,1.3
1980,6,7,0,18.4,2.7
1980,6,8,0,19.7,4.3
1980,6,9,0,18.5,5.8
1980,6,10,0,19.3,4.1
1980,6,11,0,17.5,3.6
1980,6,12,0,17.3,2.6
1980,6,13,0,19.8,1.3
1980,6,14,0,15.9,6.5
1980,6,15,0,19.4,2.9
1980,6,16,0,17.6,4.3
1980,6,17,0,18.5,2.9
1980,6,18,0,17.1,2.7
1980,6,19,0,19.9,2.3
1980,6,20,0,20.5,4.3
1980,6,21,0,18.6,2.2
1980,6,22,0,18.6,3.6
1980,6,23,0,17.8,3
1980,6,24,0,18.6,2
1980,6,25,0,19.5,2.6
1980,6,26,1.2,18.1,2.2
1980,6,27,0,17.9,2.6
1980,6,28,0,16.9,3.2
1980,6,29,0,17.6,3.5
1980,6,30,0,20,3.6
1980,7,1,0,17.3,4.3
1980,7,2,0,15.5,2.7
1980,7,3,0,16.5,4.2
1980,7,4,0,14.7,5.6
1980,7,5,0,17.4,4.6
1980,7,6,0,16.7,1.6
1980,7,7,0,16.6,1.1
1980,7,8,0,16.3,1.6
1980,7,9,0,15.3,1.5
1980,7,10,0,16.9,3.9
1980,7,11,0,18.8,2.2
1980,7,12,0,18.3,2.6
1980,7,13,0,17.8,2.7
1980,7,14,0.8,19,4.3
1980,7,15,0,14.4,4.5
1980,7,16,0,18.3,4.3
1980,7,17,0,19.2,3.5
1980,7,18,0,18.5,2
1980,7,19,0,20.9,3.8
1980,7,20,0,21.6,2.6
1980,7,21,0,19,2.7
1980,7,22,0,16.5,4.1
1980,7,23,0,18.3,4.9
1980,7,24,0,18.3,0.1
1980,7,25,0,18.3,0.1
1980,7,26,0,19.8,-0.4
1980,7,27,0,17.9,1.7
1980,7,28,0,17.3,0.1
1980,7,29,0,16.3,-1
1980,7,30,0,19.4,-0.6
1980,7,31,0,16.7,3.3
1980,8,1,0,17.9,3.7
1980,8,2,0,16.8,3
1980,8,3,0,17.5,3.8
1980,8,4,0,18.1,0
1980,8,5,0,19.3,1.7
1980,8,6,0,18.1,2.6
1980,8,7,0,17.5,0
1980,8,8,0,17.5,3.3
1980,8,9,0,19.3,4.1
1980,8,10,0,17.5,4.5
1980,8,11,0,20,4.2
1980,8,12,0,20.9,2.3
1980,8,13,0,20.3,2.9
1980,8,14,0,18.6,4.1
1980,8,15,0,17,4.5
1980,8,16,0,20.1,2.7
1980,8,17,0,20,3.3
1980,8,18,0,19.9,4.1
1980,8,19,0,21,2
1980,8,20,0,21.5,4.1
1980,8,21,0,16.7,2.7
1980,8,22,0,19.4,4.6
1980,8,23,0,19.4,5.5
1980,8,24,0,19.8,3.3
1980,8,25,0,18.8,2.6
1980,8,26,0,19.9,4.1
1980,8,27,0,20.2,5.6
1980,8,28,0,20.9,6.1
1980,8,29,0,20.6,3
1980,8,30,0,21.3,2.7
1980,8,31,0,20.1,0.1
1980,9,1,0,20.1,1.4
1980,9,2,0,17.4,1.6
1980,9,3,0,18.8,4.2
1980,9,4,0,21.9,6.1
1980,9,5,2.8,18.9,5.1
1980,9,6,0,17.6,7.7
1980,9,7,0,18.9,5.1
1980,9,8,0,20.3,0
1980,9,9,0,18.2,0.3
1980,9,10,0,17.4,4.2
1980,9,11,0,16.9,4.8
1980,9,12,0,18.9,5.4
1980,9,13,0,18.1,2.9
1980,9,14,0,20.6,2.7
1980,9,15,0,19.3,1.4
1980,9,16,0,18.1,1.4
1980,9,17,0,18.7,-0.3
1980,9,18,0,16.2,-0.4
1980,9,19,0,18.9,-0.3
1980,9,20,0,17.4,-1
1980,9,21,0,18.1,1.6
1980,9,22,0,18.1,3.3
1980,9,23,0,21.6,5.1
1980,9,24,0.5,20.1,4.8
1980,9,25,0,16.5,6.1
1980,9,26,0,16.5,4.3
1980,9,27,0,19.2,3.2
1980,9,28,0,18.1,1.9
1980,9,29,0,18.3,1.6
1980,9,30,0,19.1,2
1980,10,1,0,19,2.7
1980,10,2,0,19.2,1.6
1980,10,3,0,16.4,3.3
1980,10,4,9.6,16.9,4.2
1980,10,5,20.2,17,2.9
1980,10,6,5.7,16.4,4.8
1980,10,7,0.1,14.5,5.1
1980,10,8,0,15.6,3.9
1980,10,9,0.3,16,4.5
1980,10,10,2,15.6,5.6
1980,10,11,10.8,15.6,5.9
1980,10,12,1,16.2,6.1
1980,10,13,2,16.4,6.7
1980,10,14,2,15.2,5.8
1980,10,15,8.4,13.5,6.1
1980,10,16,1.2,16.5,6.1
1980,10,17,3.4,17,5.9
1980,10,18,1.7,16.4,7.2
1980,10,19,0.9,15.5,7.4
1980,10,20,0,15.4,7.8
1980,10,21,4.6,14.7,6.1
1980,10,22,6.2,15.4,7.2
1980,10,23,12.8,16.2,4.2
1980,10,24,5.7,18,4.9
1980,10,25,3,16,5.9
1980,10,26,0,16.2,5.6
1980,10,27,0.5,16.9,7.7
1980,10,28,0.1,15.5,7.4
1980,10,29,1,16.3,5.8
1980,10,30,0,17.8,4.6
1980,10,31,0,17.8,4.1
1980,11,1,0,17.8,4.9
1980,11,2,0,17.3,5.5
1980,11,3,0.9,17.8,5.8
1980,11,4,0,15.1,5.2
1980,11,5,0.1,14.5,4.3
1980,11,6,4.3,15.4,4.1
1980,11,7,0,15.2,2.5
1980,11,8,0,15.4,4.3
1980,11,9,0,16.9,3.5
1980,11,10,0,15.4,1.2
1980,11,11,1.1,16.8,2.9
1980,11,12,1.6,14.1,4.6
1980,11,13,0,18,4.9
1980,11,14,0,17.2,3.6
1980,11,15,0,18.1,4.3
1980,11,16,0,17.7,6.1
1980,11,17,4.1,18.7,3
1980,11,18,0.9,15.9,4.8
1980,11,19,10.1,15,6.2
1980,11,20,0.3,14.4,4.1
1980,11,21,0,14,5.2
1980,11,22,3.3,15.8,6.8
1980,11,23,0.8,14.1,6.7
1980,11,24,2.4,14.9,5.2
1980,11,25,8.5,15.3,5.6
1980,11,26,1.2,14.5,5.8
1980,11,27,0.1,16.1,6.4
1980,11,28,13.4,15.8,6.1
1980,11,29,6.4,14,6.4
1980,11,30,3.6,14,5.9
1980,12,1,0,15.2,7.1
1980,12,2,0,17,6.2
1980,12,3,8.4,15.2,7.2
1980,12,4,4.1,14.9,3
1980,12,5,0.3,16,7.1
1980,12,6,5.1,15.7,6.1
1980,12,7,0.5,15.7,7.1
1980,12,8,0.1,18.8,7.1
1980,12,9,0,16.6,5.8
1980,12,10,19.6,14.5,5.9
1980,12,11,4.5,15.7,6.4
1980,12,12,13.2,15.7,5.6
1980,12,13,1.8,15.1,5.4
1980,12,14,1.3,14.8,5.8
1980,12,15,0,14.1,4.5
1980,12,16,2.2,13.8,5.6
1980,12,17,4.9,14.7,4.8
1980,12,18,0,13.8,4.8
1980,12,19,0,15.9,3.5
1980,12,20,0,18.9,0.9
1980,12,21,0,18,3.3
1980,12,22,0,16.5,4.2
1980,12,23,0,17.4,4.8
1980,12,24,0,16.5,5.8
1980,12,25,0,16.5,4.5
1980,12,26,0,16.5,4.5
1980,12,27,0,15.6,4.2
1980,12,28,0.1,13.8,4.6
1980,12,29,4.9,13.8,2.7
1980,12,30,1.3,15.8,5.1
1980,12,31,0,17.6,4.2
1981,1,1,0,15.6,4.1
1981,1,2,0.2,15.5,4.3
1981,1,3,7.7,13.9,4.5
1981,1,4,29.8,14.7,5.8
1981,1,5,2.1,12.9,4.1
1981,1,6,0,15.7,4.1
1981,1,7,2.8,13.8,5.6
1981,1,8,15.3,13.7,6.1
1981,1,9,3.2,14,5.5
1981,1,10,5.2,13.6,6.1
1981,1,11,9,12.1,5.8
1981,1,12,0.8,13.7,5.8
1981,1,13,3.9,10.8,5.6
1981,1,14,0,13.6,4.9
1981,1,15,0,15.5,4.8
1981,1,16,0,16.6,4.1
1981,1,17,0,16.3,1.7
1981,1,18,0,14.7,2
1981,1,19,3.6,13.6,3.8
1981,1,20,9,14.6,5.8
1981,1,21,0,14.5,4.9
1981,1,22,0,15.5,3
1981,1,23,0,13,3
1981,1,24,0,15.3,1.4
1981,1,25,0,17.1,1.3
1981,1,26,0.3,15.7,4.1
1981,1,27,0,12,5.9
1981,1,28,0,15.3,4.5
1981,1,29,0,13.5,2.9
1981,1,30,0,15.6,4.5
1981,1,31,0,11.1,1.7
1981,2,1,1.3,13.5,4.3
1981,2,2,2.9,14.7,5.5
1981,2,3,5.3,13.6,5.8
1981,2,4,6.7,12.8,4.2
1981,2,5,9.6,15.2,6.1
1981,2,6,3.7,13.6,6.8
1981,2,7,0,15.3,7.4
1981,2,8,7,16.1,4.9
1981,2,9,14.8,13.4,4.8
1981,2,10,1.1,15.5,4.6
1981,2,11,9.4,15.5,4.5
1981,2,12,18.4,13.5,4.6
1981,2,13,5.9,12.7,4.6
1981,2,14,4.7,13.7,4.6
1981,2,15,0.7,13.8,4.9
1981,2,16,1.2,16.1,7.2
1981,2,17,3.9,15.3,7
1981,2,18,8.6,12,5.4
1981,2,19,2.2,14.5,5.4
1981,2,20,5.9,14.7,5.9
1981,2,21,7.2,13.8,5.8
1981,2,22,14.8,14.5,5.9
1981,2,23,2.8,15.6,4.9
1981,2,24,1.1,15.3,6.2
1981,2,25,1,15.5,4.8
1981,2,26,4.2,13.7,4.5
1981,2,27,7,17.4,7.5
1981,2,28,5,15.6,5.9
1981,3,1,6.5,16.3,6.1
1981,3,2,3.6,17.2,7.5
1981,3,3,0.2,14.2,7.1
1981,3,4,3.2,17.3,7.2
1981,3,5,24.1,16,7.1
1981,3,6,6.5,12.8,7.1
1981,3,7,1.8,15.5,5.9
1981,3,8,13.2,14.5,8.7
1981,3,9,5.7,12.6,7.7
1981,3,10,6.5,13.3,8.3
1981,3,11,9.7,12.6,7.7
1981,3,12,1,12.6,7.5
1981,3,13,1,15.1,7.7
1981,3,14,0.2,14.7,5.2
1981,3,15,0,16.5,6.2
1981,3,16,0,16.3,5.1
1981,3,17,0.8,15.5,6.2
1981,3,18,0,12.6,7.8
1981,3,19,9,14.2,5.5
1981,3,20,0,13.3,7.1
1981,3,21,3.9,12.9,5.8
1981,3,22,1.3,11.5,4.8
1981,3,23,1.8,12.7,3.3
1981,3,24,4.2,15.2,4.9
1981,3,25,0,14.6,6.2
1981,3,26,0,13.6,4.6
1981,3,27,0,15.2,4.8
1981,3,28,0,14.4,3.3
1981,3,29,2.8,17.3,1.6
1981,3,30,0,17,1.7
1981,3,31,0,16.4,4.9
1981,4,1,0,17.4,4.6
1981,4,2,0,15.6,5.9
1981,4,3,0,18.8,5.5
1981,4,4,0,16.5,5.1
1981,4,5,0,19.2,6.4
1981,4,6,0,14.5,4.2
1981,4,7,0,13.7,5.2
1981,4,8,0,13.8,4.6
1981,4,9,0,15.9,5.8
1981,4,10,0,13.7,4.9
1981,4,11,0,13.7,5.8
1981,4,12,0,15.6,5.2
1981,4,13,0,17,0.4
1981,4,14,0,16.5,3
1981,4,15,0,16.5,3.9
1981,4,16,0,17.4,4.8
1981,4,17,0,17,4.8
1981,4,18,0,16.1,2
1981,4,19,0,15.2,3.6
1981,4,20,0,14.5,2.6
1981,4,21,0,16.5,4.3
1981,4,22,0,18.1,5.5
1981,4,23,0,17.2,4.2
1981,4,24,0,19.2,4.9
1981,4,25,0,17.1,4.9
1981,4,26,0,16.2,6.4
1981,4,27,0,17.2,3.6
1981,4,28,0,17.5,1.4
1981,4,29,0,16.5,2.6
1981,4,30,0,16.6,0.1
1981,5,1,0,15.7,1.3
1981,5,2,0,16.3,-1
1981,5,3,0,17.3,0.3
1981,5,4,0,15.6,2.7
1981,5,5,0,17.4,1.7
1981,5,6,0,19,3.5
1981,5,7,0,17.2,3.2
1981,5,8,0,15.4,4.3
1981,5,9,0,18.2,1.9
1981,5,10,0,17.5,4.2
1981,5,11,0,14.9,2.7
1981,5,12,0,13.7,4.2
1981,5,13,0,17.5,2.6
1981,5,14,0,16.4,3.2
1981,5,15,0,16.6,4.3
1981,5,16,0,16.5,2.7
1981,5,17,0,17.3,1.4
1981,5,18,0,17.3,-0.1
1981,5,19,0,16.5,0.3
1981,5,20,0,17.6,3.5
1981,5,21,0,17.8,1.7
1981,5,22,0,16.8,0.3
1981,5,23,0,17.8,0.4
1981,5,24,0,16.6,-1.6
1981,5,25,0,18.6,-0.4
1981,5,26,0,15.9,-0.4
1981,5,27,0,17.4,0.3
1981,5,28,0,14.2,3.5
1981,5,29,0,14.1,1.4
1981,5,30,0,14.7,-0.3
1981,5,31,0,15.9,-1.9
1981,6,1,0,17.8,-1.3
1981,6,2,0,17.5,-0.4
1981,6,3,0,19.1,0
1981,6,4,0,17.5,-1.7
1981,6,5,0,17,1.2
1981,6,6,0,19,0
1981,6,7,0,17.6,1.7
1981,6,8,0,17.1,1
1981,6,9,0,18,1.2
1981,6,10,0,17,1.2
1981,6,11,0,17.8,0.3
1981,6,12,0,16.8,2.6
1981,6,13,0,19,1.7
1981,6,14,0,17.9,1.9
1981,6,15,0,20.3,3.3
1981,6,16,0,20.2,1.7
1981,6,17,0,17.1,2.7
1981,6,18,0,16.8,1.6
1981,6,19,0,18,-0.1
1981,6,20,0,19.5,3.2
1981,6,21,0,19.9,0.3
1981,6,22,0,17.2,0.1
1981,6,23,0,18.2,0.6
1981,6,24,0,18,0.1
1981,6,25,0,18.4,0.3
1981,6,26,0,17.7,0.1
1981,6,27,0,19.1,5.6
1981,6,28,0,20,2.5
1981,6,29,0,18.7,0
1981,6,30,0,19.1,0.1
1981,7,1,0,16.9,0.1
1981,7,2,0,17.3,0.4
1981,7,3,0,17.1,4.2
1981,7,4,0,17.5,3.2
1981,7,5,0,19.2,1.4
1981,7,6,0,18.6,0.4
1981,7,7,0,19.3,1.7
1981,7,8,0,17.7,-0.1
1981,7,9,0,20,-1.2
1981,7,10,0,17.2,-0.6
1981,7,11,0,17.3,1.3
1981,7,12,0,19.2,0
1981,7,13,0,18.3,0.3
1981,7,14,0,16.9,1.7
1981,7,15,0,17.3,1.7
1981,7,16,0,17.4,1.3
1981,7,17,0,15.6,3.8
1981,7,18,0,17.4,3.9
1981,7,19,0,17.5,5.6
1981,7,20,0,17.4,0.1
1981,7,21,0,16.4,-2.2
1981,7,22,0,19.9,-0.3
1981,7,23,0,19.4,0.3
1981,7,24,0,19.2,1.2
1981,7,25,0,18.2,2.6
1981,7,26,0,19.8,1.2
1981,7,27,0,20.9,0.3
1981,7,28,0,20.1,-0.6
1981,7,29,0,21,1.2
1981,7,30,0,20.9,0.9
1981,7,31,0,20.4,-2.3
1981,8,1,0,20.1,1.3
1981,8,2,0,19.3,0
1981,8,3,0,21,0.3
1981,8,4,0,18.3,1.7
1981,8,5,0,17.3,3.2
1981,8,6,0,17.2,0.7
1981,8,7,0,18.1,0.1
1981,8,8,0,17.6,-1.2
1981,8,9,0,17.2,1.7
1981,8,10,0,16.5,0.4
1981,8,11,0,14.5,1.4
1981,8,12,0,14.3,1.7
1981,8,13,0,18.1,2.3
1981,8,14,0,17.5,1.9
1981,8,15,0,14.5,0.9
1981,8,16,0,16.5,-0.1
1981,8,17,0,14.6,2
1981,8,18,0,17.5,4.1
1981,8,19,0,18.2,5.2
1981,8,20,0,21.8,-0.6
1981,8,21,0,19.3,1.7
1981,8,22,0,18.3,2.5
1981,8,23,0,18.1,0.1
1981,8,24,0,19.3,-0.6
1981,8,25,0,21,0.9
1981,8,26,0,21,1.2
1981,8,27,0,17.5,4.9
1981,8,28,0,16.5,3.9
1981,8,29,3.5,17.9,2.3
1981,8,30,3.7,12,4.2
1981,8,31,0.1,16.9,3.9
1981,9,1,0,17.2,1.9
1981,9,2,0,20.1,1.9
1981,9,3,0,16.2,1.9
1981,9,4,0,20.1,1.9
1981,9,5,0,20.3,1
1981,9,6,0,16.5,2.7
1981,9,7,0,18,-1
1981,9,8,0,19.2,1
1981,9,9,0,16.5,-0.9
1981,9,10,0,16.5,1.6
1981,9,11,0,19.2,2.9
1981,9,12,0,18.9,0.1
1981,9,13,0,19.8,1.3
1981,9,14,0,18.3,1.6
1981,9,15,0,18.3,2.6
1981,9,16,0,17.4,4.3
1981,9,17,0,19.3,0.3
1981,9,18,0,20.1,4.3
1981,9,19,0,19.6,4.8
1981,9,20,0,18.4,7.1
1981,9,21,0,20.6,2.7
1981,9,22,0,20.1,3.3
1981,9,23,0,16.8,4.8
1981,9,24,0,20.1,5.6
1981,9,25,0,17.4,1.9
1981,9,26,0,20.3,4.5
1981,9,27,0,18.2,1.9
1981,9,28,0,15,-2.2
1981,9,29,0,16.6,1.2
1981,9,30,0,16.6,-1
1981,10,1,0,17.9,1.6
1981,10,2,0,17.3,-0.1
1981,10,3,0,18.7,-0.9
1981,10,4,0,18.2,4.3
1981,10,5,0,15.4,2.6
1981,10,6,0,16.3,-1.9
1981,10,7,0,15.6,-0.7
1981,10,8,5.4,13.6,-0.4
1981,10,9,1.8,16.5,0
1981,10,10,0,18.3,0.1
1981,10,11,0,16.8,2.7
1981,10,12,0,18.5,1
1981,10,13,0,16.1,3
1981,10,14,0,15.7,4.3
1981,10,15,0,18.5,2.2
1981,10,16,0.1,16.1,5.1
1981,10,17,5,14.5,6.5
1981,10,18,18.1,15.4,5.6
1981,10,19,1.1,15.6,4.8
1981,10,20,0,16.4,0.3
1981,10,21,5.2,16,3.5
1981,10,22,5,14.7,4.6
1981,10,23,5.1,16.4,2.9
1981,10,24,6.1,13.4,3.9
1981,10,25,4.3,14.2,2.9
1981,10,26,0.1,13.5,4.8
1981,10,27,0,15.2,1.4
1981,10,28,0,13.5,0.1
1981,10,29,0,14.1,-0.6
1981,10,30,0,16.2,1.9
1981,10,31,0,17.9,1.7
1981,11,1,0,15.2,0.3
1981,11,2,0,15.5,1.6
1981,11,3,1.6,13.7,2.6
1981,11,4,2.1,16.3,4.1
1981,11,5,0.4,16.9,5.2
1981,11,6,0,15.3,6.2
1981,11,7,2.4,13.5,6.1
1981,11,8,0.8,16.3,5.2
1981,11,9,0,16.2,4.1
1981,11,10,0,17.2,2
1981,11,11,5.7,16.4,6.4
1981,11,12,3.3,17.2,4.5
1981,11,13,4.3,14.5,5.2
1981,11,14,2.9,15.4,4.3
1981,11,15,5.4,12.6,8.7
1981,11,16,4,14.2,1.2
1981,11,17,1.9,13.6,0
1981,11,18,1,14.2,2
1981,11,19,2.2,16.1,2.9
1981,11,20,5.5,11.6,2
1981,11,21,1.1,12.2,0.1
1981,11,22,2.8,13.8,2
1981,11,23,5,13.3,0.4
1981,11,24,0.8,14.9,2
1981,11,25,3,17.1,3.6
1981,11,26,3.4,14,3.9
1981,11,27,0.2,12.2,4.3
1981,11,28,0.1,13.5,2.9
1981,11,29,0.8,13.8,2
1981,11,30,1.1,14.3,3.2
1981,12,1,0.6,13.9,-0.1
1981,12,2,0.1,16.8,1.6
1981,12,3,1.1,14.7,3.5
1981,12,4,0.2,14.2,2.9
1981,12,5,6.4,15.2,3.2
1981,12,6,5,16.9,2.9
1981,12,7,4.1,16.6,3.9
1981,12,8,6.7,14.3,5.1
1981,12,9,12.4,17.2,7.1
1981,12,10,3.4,15.8,1.3
1981,12,11,0.8,15.8,5.9
1981,12,12,3.9,15.6,4.6
1981,12,13,6.1,13.6,4.6
1981,12,14,10.2,15.1,2.7
1981,12,15,7.9,11.5,2.7
1981,12,16,1.9,12,3.5
1981,12,17,2.3,17.4,4.6
1981,12,18,2.4,14.1,5.6
1981,12,19,2.8,14.8,4.8
1981,12,20,3,15.9,1.9
1981,12,21,1.1,13,3.9
1981,12,22,2.8,12,0.3
1981,12,23,0.1,13,4.9
1981,12,24,3.5,12.9,6.1
1981,12,25,0.3,13.8,6.1
1981,12,26,5.4,14.1,6.1
1981,12,27,6.7,13.8,5.5
1981,12,28,0.3,16.8,4.1
1981,12,29,2.1,14,2.7
1981,12,30,6.1,15,2.7
1981,12,31,2,14.6,2.5
1982,1,1,1.1,14,3.2
1982,1,2,2.2,13.1,-1.3
1982,1,3,5.4,11.2,4.1
1982,1,4,7.7,12.9,2.6
1982,1,5,0,13.7,-0.3
1982,1,6,0,13.7,4.8
1982,1,7,5,13.9,2.7
1982,1,8,4.4,14.6,2.3
1982,1,9,0.1,15.8,4.1
1982,1,10,5.4,12.2,-0.9
1982,1,11,2.9,12,1.6
1982,1,12,0.9,11.8,4.1
1982,1,13,0,13.3,3.9
1982,1,14,0,14.6,4.6
1982,1,15,0,15.1,3.6
1982,1,16,0,14,2.7
1982,1,17,4.1,16.2,4.2
1982,1,18,2.8,14,5.2
1982,1,19,0.1,14,4.3
1982,1,20,0.9,15.6,4.1
1982,1,21,0.9,13.8,3.9
1982,1,22,0,13.9,2.3
1982,1,23,2.2,11.3,2.9
1982,1,24,0,15.6,3.8
1982,1,25,4.4,12.9,2.6
1982,1,26,4,12.6,2.3
1982,1,27,5.9,12,4.6
1982,1,28,10.3,13.9,2.2
1982,1,29,1,13.4,1.4
1982,1,30,8.6,15.6,2.7
1982,1,31,8.2,13.8,2.6
1982,2,1,6.8,12,4.5
1982,2,2,7.2,10.9,3.2
1982,2,3,8,12.8,3.2
1982,2,4,15.1,12.7,4.3
1982,2,5,11,13.8,3.2
1982,2,6,8.5,12.9,2.5
1982,2,7,8.5,13.5,4.3
1982,2,8,5.6,11.8,3.5
1982,2,9,8.3,12.7,2.6
1982,2,10,1.1,12.7,3.9
1982,2,11,13.3,13.6,4.3
1982,2,12,5,14.8,1.7
1982,2,13,8.7,11.9,2.7
1982,2,14,4.3,13.7,0.3
1982,2,15,3.3,16.5,4.3
1982,2,16,0,11.2,1
1982,2,17,0,13.3,0.4
1982,2,18,0,13.7,2.6
1982,2,19,7.7,12.8,0.6
1982,2,20,2.2,12.2,1.2
1982,2,21,4.8,15.6,0.7
1982,2,22,0,12.9,1
1982,2,23,0,13.7,-0.1
1982,2,24,0,13.9,1.4
1982,2,25,0,14.7,1.6
1982,2,26,0,16.2,2.7
1982,2,27,13.4,16.2,-1.2
1982,2,28,10.4,12.8,4.9
1982,3,1,0,14,4.9
1982,3,2,0,12.8,4.3
1982,3,3,0,10.5,2.2
1982,3,4,0,13.2,4.2
1982,3,5,0,14.7,5.2
1982,3,6,0,13.8,6.1
1982,3,7,0,14.6,4.5
1982,3,8,0,14.6,-1.3
1982,3,9,0,15.6,-1.2
1982,3,10,0.4,14.6,1.6
1982,3,11,3.3,12.7,3.3
1982,3,12,0,17.2,5.8
1982,3,13,0,14.5,4.3
1982,3,14,0,13.7,2.5
